order_id,order_item_id,product_id,seller_id,price,freight_value
ORD000512,2,PROD00099,SELL0010,$1392.80,14.17
ORD000560,3,PROD00065,SELL0022,$1062.60,38.97
ORD000297,3,PROD00097,SELL0037,$233.42,46.09
ORD000453,1,PROD00044,SELL0045,$1101.49,72.21
ORD000143,1,PROD00087,SELL0036,$472.50,33.33
ORD000226,1,PROD00058,SELL0023,$499.65,49.44
ORD000200,1,PROD00075,SELL0034,$1175.21,61.83
ORD000201,3,PROD00003,SELL0006,$1276.44,54.81
ORD000090,1,PROD00066,SELL0026,$743.34,49.05
ORD000524,3,PROD00008,SELL0059,$551.18,13.54
ORD000438,2,PROD00048,SELL0025,$33.10,28.9
ORD000316,3,PROD00058,SELL0056,$145.08,58.77
ORD000455,2,PROD00095,SELL0027,$443.62,64.84
ORD000435,2,PROD00094,SELL0058,$222.26,47.8
ORD000089,2,PROD00019,SELL0014,$719.80,69.67
ORD000344,3,PROD00009,SELL0060,$1137.83,8.9
ORD000420,2,PROD00082,SELL0059,$630.55,45.35
ORD000582,1,PROD00097,SELL0059,$310.90,66.92
ORD000297,1,PROD00071,SELL0032,$1236.86,25.56
ORD000600,3,PROD00039,SELL0032,$1113.69,19.51
ORD000003,2,PROD00020,SELL0017,$1434.70,67.07
ORD000484,3,PROD00016,SELL0042,$1340.64,34.54
ORD000504,3,PROD00117,SELL0045,$378.45,11.31
ORD000284,3,PROD00064,SELL0005,$1122.16,47.32
ORD000580,2,PROD00056,SELL0056,$947.57,39.13
ORD000123,3,PROD00048,SELL0033,$869.27,67.93
ORD000167,1,PROD00075,SELL0004,$489.73,70.51
ORD000139,1,PROD00046,SELL0011,$419.92,34.72
ORD000365,2,PROD00007,SELL0019,$801.47,75.03
ORD000527,3,PROD00025,SELL0050,$287.12,9.37
ORD000172,2,PROD00070,SELL0021,$1242.83,55.43
ORD000309,3,PROD00035,SELL0044,$1037.19,9.48
ORD000594,1,PROD00046,SELL0053,$34.15,42.42
ORD000382,2,PROD00100,SELL0032,$520.36,73.04
ORD000105,3,PROD00028,SELL0010,$343.35,16.7
ORD000573,3,PROD00079,SELL0045,$1271.41,57.58
ORD000117,1,PROD00054,SELL0030,$188.10,12.24
ORD000018,2,PROD00062,SELL0023,$1041.21,12.84
ORD000453,3,PROD00114,SELL0039,$1148.93,28.68
ORD000312,1,PROD00004,SELL0048,$345.20,68.83
ORD000146,2,PROD00089,SELL0015,$201.14,12.16
ORD000081,1,PROD00055,SELL0045,$130.44,62.43
ORD000442,1,PROD00006,SELL0013,$63.70,53.46
ORD000061,2,PROD00061,SELL0008,$79.27,25.53
ORD000011,1,PROD00097,SELL0007,$1381.35,18.02
ORD000205,2,PROD00024,SELL0043,$58.45,13.35
ORD000285,2,PROD00075,SELL0023,$253.43,41.05
ORD000248,1,PROD00065,SELL0037,$162.17,47.09
ORD000015,3,PROD00068,SELL0014,$299.45,23.98
ORD000551,1,PROD00001,SELL0047,$1387.48,73.8
ORD000487,3,PROD00047,SELL0045,$289.91,54.54
ORD000110,2,PROD00024,SELL0054,$1472.23,35.08
ORD000527,1,PROD00030,SELL0027,$1145.69,26.51
ORD000478,1,PROD00015,SELL0034,$751.29,30.18
ORD000296,1,PROD00072,SELL0047,$137.14,40.51
ORD000395,3,PROD00037,SELL0030,$1108.22,55.59
ORD000455,2,PROD00029,SELL0036,$446.53,68.72
ORD000194,2,PROD00110,SELL0005,$1409.54,30.66
ORD000014,3,PROD00087,SELL0032,$171.18,36.17
ORD000088,2,PROD00016,SELL0010,$609.93,48.06
ORD000105,1,PROD00095,SELL0060,$111.09,78.07
ORD000347,2,PROD00026,SELL0039,$197.30,67.37
ORD000512,3,PROD00036,SELL0049,$1152.47,48.3
ORD000410,3,PROD00046,SELL0031,$910.70,33.55
ORD000497,1,PROD00066,SELL0018,$1155.48,10.43
ORD000257,1,PROD00063,SELL0032,$948.13,12.5
ORD000102,1,PROD00095,SELL0004,$754.73,4.09
ORD000184,3,PROD00049,SELL0039,$500.53,25.61
ORD000099,3,PROD00098,SELL0005,$1131.14,61.87
ORD000478,3,PROD00026,SELL0019,$754.38,41.37
ORD000556,3,PROD00044,SELL0052,$826.73,76.3
ORD000033,1,PROD00056,SELL0057,$584.69,26.54
ORD000386,1,PROD00057,SELL0030,$63.80,45.42
ORD000311,1,PROD00114,SELL0046,$744.85,12.49
ORD000399,1,PROD00063,SELL0049,$859.75,40.26
ORD000568,3,PROD00088,SELL0035,$712.68,45.86
ORD000161,2,PROD00065,SELL0004,$406.14,48.1
ORD000387,2,PROD00079,SELL0044,$1153.21,24.19
ORD000063,1,PROD00004,SELL0038,$205.37,30.58
ORD000598,3,PROD00004,SELL0049,$521.77,9.59
ORD000354,2,PROD00046,SELL0027,$98.83,21.05
ORD000241,3,PROD00083,SELL0020,$141.14,55.66
ORD000313,1,PROD00015,SELL0022,$44.27,27.44
ORD000472,2,PROD00085,SELL0056,$858.55,72.31
ORD000274,2,PROD00003,SELL0045,$888.16,78.89
ORD000387,2,PROD00074,SELL0025,$865.22,65.05
ORD000103,1,PROD00089,SELL0044,$513.91,41.22
ORD000348,2,PROD00022,SELL0040,$554.55,36.01
ORD000509,1,PROD00082,SELL0055,$1262.97,43.8
ORD000295,2,PROD00034,SELL0004,$1494.40,33.36
ORD000232,1,PROD00080,SELL0048,$1080.79,47.1
ORD000345,3,PROD00035,SELL0005,$1204.76,39.07
ORD000215,1,PROD00045,SELL0051,$982.53,25.54
ORD000308,3,PROD00056,SELL0043,$480.33,34.32
ORD000258,2,PROD00080,SELL0033,$1012.27,44.71
ORD000020,3,PROD00081,SELL0046,$1296.12,46.99
ORD000219,3,PROD00085,SELL0053,$1408.08,22.9
ORD000546,2,PROD00104,SELL0040,$1402.93,58.68
ORD000062,2,PROD00067,SELL0013,$701.79,20.75
ORD000308,2,PROD00109,SELL0028,$488.20,66.76
ORD000066,2,PROD00082,SELL0014,$411.40,24.39
ORD000165,3,PROD00033,SELL0044,$365.65,20.6
ORD000154,1,PROD00025,SELL0002,$1198.61,26.22
ORD000498,2,PROD00072,SELL0028,$975.68,4.89
ORD000164,1,PROD00035,SELL0009,$398.72,64.68
ORD000564,1,PROD00023,SELL0042,$1446.22,39.9
ORD000021,1,PROD00008,SELL0056,$481.15,25.24
ORD000066,2,PROD00116,SELL0027,$1012.43,71.09
ORD000407,1,PROD00108,SELL0047,$365.52,46.54
ORD000513,3,PROD00120,SELL0008,$1001.36,47.27
ORD000538,1,PROD00033,SELL0032,$368.54,11.54
ORD000321,3,PROD00043,SELL0054,$1109.80,64.86
ORD000242,1,PROD00120,SELL0028,$229.25,15.66
ORD000282,2,PROD00057,SELL0027,$1296.41,6.36
ORD000547,1,PROD00048,SELL0045,$484.99,35.05
ORD000253,1,PROD00036,SELL0057,$554.05,57.82
ORD000316,3,PROD00003,SELL0042,$66.69,59.68
ORD000056,3,PROD00089,SELL0059,$370.92,45.11
ORD000317,2,PROD00082,SELL0045,$1356.19,55.45
ORD000548,2,PROD00111,SELL0016,$591.88,72.96
ORD000403,2,PROD00119,SELL0059,$461.82,75.03
ORD000242,1,PROD00039,SELL0014,$1375.10,51.25
ORD000417,2,PROD00102,SELL0003,$1301.67,66.21
ORD000504,2,PROD00061,SELL0048,$1390.85,27.95
ORD000433,1,PROD00113,SELL0059,$1239.24,56.48
ORD000519,2,PROD00009,SELL0023,$909.14,65.45
ORD000335,1,PROD00059,SELL0045,$1146.53,52.03
ORD000189,3,PROD00081,SELL0029,$217.10,33.25
ORD000313,1,PROD00041,SELL0037,$179.58,21.47
ORD000134,3,PROD00109,SELL0039,$624.32,75.27
ORD000463,3,PROD00062,SELL0056,$213.26,15.53
ORD000336,1,PROD00103,SELL0019,$140.33,30.67
ORD000403,3,PROD00113,SELL0025,$348.36,75.95
ORD000572,3,PROD00083,SELL0040,$354.63,8.94
ORD000474,3,PROD00026,SELL0017,$1279.97,5.88
ORD000440,1,PROD00077,SELL0017,$147.26,30.7
ORD000581,3,PROD00016,SELL0001,$795.87,62.32
ORD000465,2,PROD00106,SELL0044,$190.99,57.66
ORD000196,2,PROD00111,SELL0053,$442.62,40.55
ORD000134,1,PROD00056,SELL0055,$906.12,79.63
ORD000290,1,PROD00094,SELL0044,$636.22,33.86
ORD000150,2,PROD00004,SELL0019,$364.70,37.18
ORD000255,3,PROD00048,SELL0038,$976.14,8.69
ORD000481,2,PROD00018,SELL0056,$1461.98,33.01
ORD000218,3,PROD00092,SELL0025,$643.59,48.58
ORD000075,1,PROD00013,SELL0036,$92.39,74.62
ORD000483,3,PROD00117,SELL0023,$1409.89,77.44
ORD000047,3,PROD00001,SELL0017,$935.19,25.6
ORD000405,1,PROD00086,SELL0024,$1452.57,45.65
ORD000595,1,PROD00023,SELL0017,$763.06,74.57
ORD000480,2,PROD00017,SELL0006,$1069.73,35.77
ORD000267,1,PROD00015,SELL0021,$1468.10,40.94
ORD000288,2,PROD00096,SELL0024,$435.14,70.4
ORD000271,2,PROD00067,SELL0021,$1340.62,26.61
ORD000504,3,PROD00098,SELL0010,$1281.75,53.28
ORD000451,1,PROD00007,SELL0013,$96.03,16.29
ORD000482,3,PROD00034,SELL0011,$708.69,11.05
ORD000507,2,PROD00006,SELL0029,$1483.40,45.75
ORD000469,3,PROD00064,SELL0008,$1302.32,11.65
ORD000096,2,PROD00027,SELL0056,$283.27,15.13
ORD000521,3,PROD00106,SELL0018,$1337.98,47.68
ORD000598,3,PROD00001,SELL0034,$283.14,73.79
ORD000253,3,PROD00099,SELL0032,$155.04,27.64
ORD000292,1,PROD00088,SELL0044,$600.34,48.05
ORD000109,1,PROD00108,SELL0021,$57.88,37.9
ORD000492,2,PROD00059,SELL0041,$897.39,2.45
ORD000045,2,PROD00084,SELL0040,$497.50,59.06
ORD000583,1,PROD00017,SELL0014,$1205.31,24.07
ORD000057,3,PROD00096,SELL0005,$1428.57,31.75
ORD000409,1,PROD00033,SELL0012,$1448.10,69.51
ORD000092,1,PROD00003,SELL0055,$256.97,62.8
ORD000292,3,PROD00083,SELL0049,$243.89,25.29
ORD000443,2,PROD00095,SELL0052,$1357.05,49.07
ORD000368,2,PROD00086,SELL0007,$776.29,40.19
ORD000398,3,PROD00061,SELL0018,$906.51,9.04
ORD000433,3,PROD00104,SELL0024,$291.74,51.19
ORD000096,2,PROD00006,SELL0033,$1460.31,54.76
ORD000159,3,PROD00120,SELL0032,$949.90,42.92
ORD000298,1,PROD00060,SELL0028,$1362.20,39.25
ORD000153,2,PROD00017,SELL0044,$1264.68,42.8
ORD000303,3,PROD00073,SELL0004,$128.65,5.52
ORD000111,2,PROD00066,SELL0028,$155.31,53.55
ORD000583,2,PROD00105,SELL0017,$393.47,8.38
ORD000516,3,PROD00003,SELL0008,$997.44,16.01
ORD000187,1,PROD00108,SELL0026,$138.69,70.39
ORD000305,3,PROD00041,SELL0038,$690.67,54.28
ORD000272,1,PROD00044,SELL0059,$328.44,8.1
ORD000266,1,PROD00112,SELL0044,$659.19,3.4
ORD000405,1,PROD00015,SELL0001,$988.86,37.89
ORD000415,3,PROD00112,SELL0043,$908.80,39.96
ORD000370,3,PROD00089,SELL0044,$1017.53,64.76
ORD000090,1,PROD00017,SELL0009,$298.34,65.65
ORD000193,1,PROD00110,SELL0002,$729.46,13.32
ORD000248,3,PROD00056,SELL0054,$1289.41,44.01
ORD000089,2,PROD00039,SELL0050,$235.03,34.91
ORD000120,1,PROD00022,SELL0058,$1112.09,36.73
ORD000497,2,PROD00061,SELL0002,$884.06,17.7
ORD000584,2,PROD00107,SELL0054,$90.62,2.61
ORD000443,2,PROD00054,SELL0055,$1109.56,48.48
ORD000568,2,PROD00038,SELL0003,$608.53,42.04
ORD000500,1,PROD00030,SELL0046,$799.54,34.92
ORD000324,2,PROD00071,SELL0005,$1340.92,34.54
ORD000485,3,PROD00015,SELL0032,$1409.36,29.05
ORD000447,2,PROD00003,SELL0011,$1093.42,38.6
ORD000449,1,PROD00030,SELL0033,$887.67,55.43
ORD000480,2,PROD00017,SELL0057,$1088.65,32.45
ORD000427,3,PROD00107,SELL0044,$1105.86,64.09
ORD000166,2,PROD00080,SELL0014,$1040.69,8.72
ORD000495,1,PROD00017,SELL0012,$247.13,40.39
ORD000426,1,PROD00064,SELL0020,$326.01,5.67
ORD000019,2,PROD00046,SELL0057,$545.21,14.37
ORD000516,1,PROD00005,SELL0052,$516.54,10.89
ORD000233,1,PROD00016,SELL0036,$737.25,79.51
ORD000364,3,PROD00099,SELL0003,$412.22,13.79
ORD000528,1,PROD00078,SELL0043,$1064.01,74.28
ORD000449,1,PROD00103,SELL0030,$1462.37,62.97
ORD000105,1,PROD00106,SELL0036,$768.35,15.03
ORD000121,2,PROD00112,SELL0014,$248.19,24.79
ORD000453,2,PROD00098,SELL0033,$1102.84,9.74
ORD000373,1,PROD00043,SELL0053,$197.63,17.75
ORD000426,1,PROD00099,SELL0050,$379.29,65.11
ORD000350,1,PROD00037,SELL0033,$141.57,31.05
ORD000425,3,PROD00047,SELL0041,$379.50,60.75
ORD000543,1,PROD00054,SELL0051,$219.92,35.45
ORD000420,3,PROD00115,SELL0030,$1194.99,30.22
ORD000031,1,PROD00057,SELL0010,$1080.67,42.35
ORD000072,2,PROD00011,SELL0022,$611.45,62.25
ORD000445,1,PROD00008,SELL0026,$995.36,52.03
ORD000589,3,PROD00008,SELL0041,$1201.62,70.31
ORD000303,3,PROD00054,SELL0026,$1055.67,70.14
ORD000322,1,PROD00117,SELL0023,$1243.10,72.22
ORD000151,2,PROD00090,SELL0026,$971.16,71.23
ORD000453,3,PROD00090,SELL0023,$615.69,17.39
ORD000309,3,PROD00011,SELL0003,$511.72,58.56
ORD000130,2,PROD00067,SELL0035,$332.40,41.91
ORD000320,3,PROD00067,SELL0022,$252.64,4.18
ORD000553,1,PROD00076,SELL0017,$1250.86,25.71
ORD000433,3,PROD00065,SELL0008,$104.02,31.09
ORD000520,1,PROD00046,SELL0008,$1138.49,75.42
ORD000460,3,PROD00039,SELL0037,$22.74,28.44
ORD000242,3,PROD00104,SELL0048,$854.91,71.76
ORD000547,1,PROD00109,SELL0039,$535.25,24.19
ORD000587,3,PROD00087,SELL0009,$575.83,59.53
ORD000108,3,PROD00042,SELL0034,$300.94,62.73
ORD000466,3,PROD00013,SELL0010,$647.15,34.14
ORD000095,1,PROD00008,SELL0028,$722.24,36.8
ORD000379,2,PROD00087,SELL0034,$888.54,42.48
ORD000405,3,PROD00112,SELL0017,$755.76,35.03
ORD000451,2,PROD00089,SELL0060,$1101.60,34.52
ORD000167,1,PROD00019,SELL0033,$734.88,37.7
ORD000526,1,PROD00111,SELL0034,$1046.29,37.52
ORD000034,3,PROD00096,SELL0011,$563.46,76.24
ORD000419,2,PROD00015,SELL0008,$864.07,5.14
ORD000157,2,PROD00016,SELL0024,$1486.66,25.65
ORD000498,1,PROD00004,SELL0051,$226.08,47.99
ORD000050,2,PROD00120,SELL0058,$1335.25,18.82
ORD000501,3,PROD00001,SELL0008,$532.74,69.89
ORD000428,2,PROD00062,SELL0037,$855.16,72.22
ORD000387,3,PROD00061,SELL0054,$1253.02,12.36
ORD000142,2,PROD00065,SELL0041,$1146.09,54.04
ORD000153,2,PROD00111,SELL0047,$147.63,50.73
ORD000420,2,PROD00050,SELL0015,$518.41,5.57
ORD000454,3,PROD00095,SELL0018,$146.47,14.92
ORD000026,3,PROD00074,SELL0041,$473.64,52.32
ORD000573,3,PROD00011,SELL0013,$819.62,61.09
ORD000584,2,PROD00067,SELL0013,$761.42,3.46
ORD000545,2,PROD00024,SELL0002,$1183.33,21.13
ORD000594,3,PROD00057,SELL0006,$916.18,33.34
ORD000047,1,PROD00063,SELL0056,$519.84,16.08
ORD000025,2,PROD00111,SELL0034,$582.29,9.1
ORD000102,2,PROD00070,SELL0011,$228.89,21.93
ORD000092,2,PROD00020,SELL0020,$1022.73,6.6
ORD000334,3,PROD00024,SELL0002,$101.88,32.42
ORD000328,2,PROD00019,SELL0027,$398.03,75.44
ORD000124,1,PROD00007,SELL0013,$1131.92,47.71
ORD000505,3,PROD00066,SELL0049,$586.80,10.98
ORD000063,3,PROD00041,SELL0030,$619.51,39.77
ORD000418,1,PROD00082,SELL0015,$414.70,77.15
ORD000104,3,PROD00032,SELL0049,$982.55,11.79
ORD000582,1,PROD00053,SELL0029,$1271.72,41.03
ORD000146,1,PROD00048,SELL0035,$1176.31,43.93
ORD000434,2,PROD00117,SELL0036,$77.06,65.39
ORD000297,1,PROD00084,SELL0011,$104.36,73.9
ORD000280,3,PROD00077,SELL0017,$579.53,29.41
ORD000218,3,PROD00075,SELL0054,$432.75,14.59
ORD000547,2,PROD00073,SELL0005,$148.23,56.48
ORD000144,2,PROD00093,SELL0036,$1319.24,18.45
ORD000517,3,PROD00103,SELL0021,$1418.93,51.54
ORD000464,3,PROD00035,SELL0016,$1474.79,28.65
ORD000471,1,PROD00077,SELL0022,$1372.32,12.43
ORD000003,1,PROD00078,SELL0031,$1353.65,54.47
ORD000424,3,PROD00072,SELL0058,$1059.40,61.47
ORD000552,3,PROD00011,SELL0051,$982.13,44.01
ORD000456,2,PROD00087,SELL0008,$1458.48,31.36
ORD000367,3,PROD00050,SELL0012,$1475.94,11.73
ORD000380,2,PROD00120,SELL0013,$28.90,59.97
ORD000288,3,PROD00088,SELL0059,$546.36,9.02
ORD000311,1,PROD00104,SELL0046,$362.87,40.52
ORD000372,2,PROD00005,SELL0018,$1358.19,57.14
ORD000215,3,PROD00001,SELL0013,$603.19,69.85
ORD000583,1,PROD00065,SELL0032,$834.40,53.47
ORD000580,3,PROD00087,SELL0044,$854.23,7.1
ORD000132,1,PROD00096,SELL0005,$400.54,46.45
ORD000234,3,PROD00113,SELL0034,$1176.65,16.96
ORD000024,3,PROD00089,SELL0044,$927.47,55.09
ORD000465,3,PROD00001,SELL0028,$1014.55,52.7
ORD000331,2,PROD00056,SELL0055,$421.94,55.05
ORD000478,3,PROD00064,SELL0024,$1142.15,70.94
ORD000230,2,PROD00007,SELL0018,$805.63,26.67
ORD000402,1,PROD00025,SELL0022,$1321.95,65.0
ORD000232,1,PROD00089,SELL0028,$1376.74,17.36
ORD000338,3,PROD00040,SELL0005,$943.56,4.17
ORD000443,3,PROD00104,SELL0002,$1198.87,74.93
ORD000257,2,PROD00032,SELL0007,$368.96,28.58
ORD000056,3,PROD00106,SELL0022,$1194.26,75.6
ORD000450,3,PROD00098,SELL0007,$677.99,11.74
ORD000063,2,PROD00118,SELL0003,$480.22,68.12
ORD000067,1,PROD00101,SELL0009,$1379.89,36.47
ORD000309,2,PROD00079,SELL0041,$112.70,54.85
ORD000573,2,PROD00007,SELL0019,$611.50,50.15
ORD000421,3,PROD00030,SELL0056,$1184.40,50.67
ORD000465,2,PROD00050,SELL0030,$1321.71,50.3
ORD000348,1,PROD00084,SELL0044,$689.30,27.6
ORD000198,1,PROD00014,SELL0007,$898.84,7.27
ORD000199,1,PROD00116,SELL0037,$961.49,21.99
ORD000432,3,PROD00062,SELL0047,$675.27,20.97
ORD000046,2,PROD00008,SELL0009,$883.02,42.02
ORD000367,3,PROD00040,SELL0038,$1166.61,13.5
ORD000317,2,PROD00078,SELL0022,$562.71,2.63
ORD000149,3,PROD00008,SELL0016,$1231.49,45.64
ORD000056,1,PROD00055,SELL0023,$1465.12,51.96
ORD000207,2,PROD00101,SELL0005,$296.19,39.11
ORD000479,2,PROD00077,SELL0045,$1280.23,46.16
ORD000344,2,PROD00079,SELL0020,$503.00,10.18
ORD000044,1,PROD00064,SELL0015,$963.57,56.07
ORD000478,1,PROD00080,SELL0014,$728.91,61.93
ORD000340,2,PROD00104,SELL0048,$319.89,16.37
ORD000007,1,PROD00047,SELL0001,$546.46,45.27
ORD000146,1,PROD00038,SELL0029,$952.53,73.19
ORD000369,1,PROD00006,SELL0002,$308.77,15.58
ORD000269,2,PROD00093,SELL0012,$1273.59,21.19
ORD000201,2,PROD00003,SELL0012,$1367.31,3.64
ORD000141,1,PROD00049,SELL0042,$517.50,18.4
ORD000468,2,PROD00031,SELL0024,$996.45,75.41
ORD000445,1,PROD00113,SELL0046,$190.96,70.85
ORD000134,1,PROD00102,SELL0013,$805.84,56.16
ORD000326,3,PROD00077,SELL0028,$378.16,5.6
ORD000194,2,PROD00110,SELL0035,$1187.54,27.56
ORD000055,2,PROD00081,SELL0051,$1311.18,68.42
ORD000599,1,PROD00114,SELL0032,$1095.04,63.2
ORD000067,2,PROD00022,SELL0033,$1130.69,52.32
ORD000522,3,PROD00048,SELL0032,$704.44,27.1
ORD000383,2,PROD00068,SELL0045,$1077.74,40.59
ORD000275,3,PROD00075,SELL0026,$1382.96,47.55
ORD000038,1,PROD00027,SELL0015,$686.34,20.28
ORD000224,2,PROD00040,SELL0028,$863.49,74.97
ORD000384,1,PROD00033,SELL0036,$214.48,8.55
ORD000456,1,PROD00067,SELL0023,$882.18,38.29
ORD000345,2,PROD00055,SELL0029,$657.27,30.67
ORD000510,2,PROD00041,SELL0018,$51.71,36.45
ORD000272,2,PROD00083,SELL0005,$1353.69,24.97
ORD000514,3,PROD00066,SELL0035,$131.07,23.56
ORD000234,1,PROD00013,SELL0008,$549.95,44.59
ORD000342,2,PROD00026,SELL0044,$386.29,60.13
ORD000282,3,PROD00025,SELL0046,$1497.02,79.88
ORD000557,1,PROD00117,SELL0017,$1158.56,23.98
ORD000355,2,PROD00101,SELL0026,$1235.46,61.11
ORD000013,3,PROD00061,SELL0042,$1484.07,76.22
ORD000408,3,PROD00030,SELL0015,$1127.47,39.01
ORD000529,3,PROD00076,SELL0051,$1140.07,58.36
ORD000473,1,PROD00044,SELL0051,$479.92,16.65
ORD000428,2,PROD00027,SELL0029,$1281.62,4.35
ORD000143,1,PROD00074,SELL0056,$468.77,59.55
ORD000512,2,PROD00104,SELL0043,$519.64,34.69
ORD000414,3,PROD00098,SELL0050,$813.34,27.43
ORD000024,1,PROD00073,SELL0051,$1384.38,13.99
ORD000339,3,PROD00073,SELL0041,$1371.92,46.76
ORD000401,2,PROD00049,SELL0014,$109.61,32.14
ORD000487,3,PROD00014,SELL0022,$1443.48,51.84
ORD000312,1,PROD00012,SELL0011,$1017.21,15.86
ORD000501,1,PROD00004,SELL0012,$118.19,77.11
ORD000291,2,PROD00027,SELL0015,$994.46,7.46
ORD000059,1,PROD00048,SELL0034,$270.16,69.06
ORD000421,1,PROD00051,SELL0011,$206.77,34.64
ORD000071,1,PROD00050,SELL0058,$207.95,18.04
ORD000443,3,PROD00105,SELL0046,$720.05,49.09
ORD000318,3,PROD00076,SELL0013,$1079.41,37.8
ORD000207,2,PROD00001,SELL0010,$110.00,33.14
ORD000253,3,PROD00068,SELL0022,$1320.67,37.9
ORD000590,1,PROD00006,SELL0048,$442.55,70.72
ORD000468,3,PROD00045,SELL0045,$1191.63,32.51
ORD000180,1,PROD00054,SELL0016,$1351.45,59.19
ORD000469,3,PROD00050,SELL0059,$287.41,46.35
ORD000403,1,PROD00090,SELL0003,$1330.03,14.32
ORD000551,1,PROD00038,SELL0043,$1051.60,58.35
ORD000223,2,PROD00117,SELL0032,$1488.70,45.12
ORD000378,1,PROD00010,SELL0049,$764.03,62.8
ORD000420,2,PROD00058,SELL0011,$322.95,5.48
ORD000028,3,PROD00010,SELL0041,$1018.30,38.03
ORD000352,1,PROD00096,SELL0026,$604.06,2.84
ORD000118,1,PROD00091,SELL0059,$500.76,60.4
ORD000497,1,PROD00060,SELL0005,$829.42,20.9
ORD000449,2,PROD00018,SELL0031,$1264.72,15.31
ORD000019,1,PROD00078,SELL0007,$451.80,43.7
ORD000401,3,PROD00022,SELL0005,$1148.93,54.84
ORD000158,1,PROD00057,SELL0023,$336.76,4.69
ORD000546,3,PROD00028,SELL0029,$85.92,51.51
ORD000536,3,PROD00083,SELL0043,$995.16,10.02
ORD000316,3,PROD00057,SELL0004,$21.93,62.25
ORD000207,2,PROD00119,SELL0016,$1364.50,17.6
ORD000017,1,PROD00054,SELL0002,$515.62,16.99
ORD000065,1,PROD00029,SELL0057,$1198.43,66.78
ORD000172,1,PROD00093,SELL0011,$632.28,10.4
ORD000335,3,PROD00042,SELL0036,$296.48,18.16
ORD000555,1,PROD00051,SELL0028,$360.13,10.26
ORD000332,2,PROD00023,SELL0001,$986.18,2.93
ORD000218,1,PROD00059,SELL0015,$992.07,23.72
ORD000378,1,PROD00006,SELL0005,$625.48,61.87
ORD000512,3,PROD00014,SELL0046,$1190.02,73.93
ORD000583,1,PROD00022,SELL0017,$905.80,78.55
ORD000398,3,PROD00087,SELL0060,$212.40,15.68
ORD000326,2,PROD00109,SELL0043,$115.26,3.38
ORD000600,3,PROD00058,SELL0025,$966.28,20.13
ORD000014,3,PROD00030,SELL0002,$1142.03,11.68
ORD000243,1,PROD00095,SELL0028,$935.35,6.67
ORD000384,1,PROD00064,SELL0019,$240.23,17.94
ORD000039,3,PROD00031,SELL0060,$903.14,75.78
ORD000337,2,PROD00018,SELL0018,$970.75,61.32
ORD000534,3,PROD00102,SELL0027,$1221.88,60.54
ORD000235,2,PROD00109,SELL0047,$523.95,18.05
ORD000056,3,PROD00117,SELL0059,$1482.74,64.51
ORD000228,2,PROD00078,SELL0056,$789.39,16.32
ORD000007,2,PROD00009,SELL0056,$118.93,17.01
ORD000145,1,PROD00027,SELL0009,$272.91,44.81
ORD000210,1,PROD00031,SELL0033,$647.97,38.43
ORD000169,1,PROD00093,SELL0013,$644.66,49.26
ORD000311,2,PROD00037,SELL0037,$1452.07,17.71
ORD000493,2,PROD00011,SELL0024,$575.91,38.72
ORD000433,3,PROD00065,SELL0040,$658.64,14.16
ORD000494,2,PROD00003,SELL0049,$649.68,8.49
ORD000308,1,PROD00077,SELL0035,$835.99,15.7
ORD000390,2,PROD00060,SELL0020,$435.59,45.85
ORD000493,1,PROD00010,SELL0022,$1076.57,17.27
ORD000195,3,PROD00001,SELL0001,$1099.60,31.19
ORD000415,2,PROD00119,SELL0027,$1456.18,31.11
ORD000502,3,PROD00040,SELL0042,$120.78,71.03
ORD000128,3,PROD00050,SELL0060,$256.11,61.51
ORD000262,3,PROD00099,SELL0059,$532.64,57.31
ORD000378,3,PROD00090,SELL0004,$587.22,35.08
ORD000253,1,PROD00032,SELL0031,$1383.38,30.19
ORD000029,3,PROD00090,SELL0043,$234.61,49.22
ORD000151,3,PROD00033,SELL0016,$873.84,53.68
ORD000166,1,PROD00002,SELL0008,$971.93,73.52
ORD000408,1,PROD00091,SELL0038,$785.03,16.73
ORD000434,2,PROD00022,SELL0054,$390.51,25.57
ORD000546,2,PROD00085,SELL0057,$885.33,59.25
ORD000092,3,PROD00014,SELL0041,$1168.39,28.86
ORD000147,1,PROD00035,SELL0048,$1396.08,33.04
ORD000316,2,PROD00001,SELL0011,$17.34,7.45
ORD000428,3,PROD00068,SELL0027,$443.19,35.61
ORD000181,3,PROD00048,SELL0012,$214.48,39.94
ORD000515,3,PROD00015,SELL0029,$1224.34,16.48
ORD000061,1,PROD00096,SELL0012,$400.14,72.38
ORD000419,3,PROD00057,SELL0041,$177.16,51.64
ORD000082,2,PROD00038,SELL0006,$200.15,7.01
ORD000031,2,PROD00075,SELL0016,$735.51,61.32
ORD000010,1,PROD00008,SELL0018,$1003.00,63.56
ORD000043,3,PROD00013,SELL0014,$1190.80,31.3
ORD000533,2,PROD00098,SELL0018,$717.75,28.29
ORD000440,3,PROD00044,SELL0024,$1336.88,79.96
ORD000246,2,PROD00047,SELL0043,$576.98,6.46
ORD000365,1,PROD00112,SELL0022,$19.58,69.9
ORD000412,1,PROD00093,SELL0054,$53.14,11.59
ORD000544,1,PROD00036,SELL0045,$562.12,50.23
ORD000487,3,PROD00066,SELL0027,$294.08,78.92
ORD000330,2,PROD00003,SELL0041,$1312.05,77.63
